Salary,YearsCode,EdLevel,RemoteWork,Is_USA
78000.0,10.0,Masters,Remote,0
22409.0,18.0,Bachelors,Remote,0
135000.0,24.0,Bachelors,Remote,1
47146.0,16.0,Bachelors,In-person,0
78980.0,10.0,Masters,In-person,0
205000.0,11.0,Masters,Hybrid,1
61783.0,8.0,Bachelors,Hybrid,0
46198.0,7.0,Masters,Hybrid,0
37592.0,10.0,Bachelors,Hybrid,0
53467.0,4.0,Bachelors,Hybrid,0
197352.0,9.0,Bachelors,Remote,0
23099.0,7.0,Bachelors,Hybrid,0
76570.0,12.0,Masters,Hybrid,0
69423.0,17.0,Bachelors,In-person,1
70000.0,10.0,Bachelors,Remote,1
200000.0,8.0,Bachelors,Remote,1
50355.0,10.0,Masters,Hybrid,0
100000.0,5.0,Bachelors,In-person,1
21291.0,15.0,Masters,Hybrid,0
59073.0,12.0,Masters,Remote,0
72693.0,10.0,Bachelors,Remote,0
116309.0,30.0,Masters,Remote,0
214812.0,15.0,Bachelors,Hybrid,0
34560.0,6.0,Bachelors,In-person,0
134000.0,10.0,Bachelors,Hybrid,1
150000.0,20.0,Bachelors,Remote,1
30280.0,12.0,Bachelors,In-person,0
69814.0,13.0,Bachelors,Hybrid,0
63694.0,17.0,Bachelors,Hybrid,0
54140.0,4.0,Masters,Remote,0
31148.0,6.0,Masters,Hybrid,0
190000.0,42.0,Bachelors,Remote,1
26955.0,6.0,Bachelors,Remote,0
114649.0,12.0,Masters,Hybrid,0
112777.0,20.0,Masters,Remote,0
200000.0,25.0,Bachelors,Remote,1
61145.0,18.0,Masters,Remote,0
64000.0,12.0,Masters,Hybrid,0
87000.0,15.0,Bachelors,Remote,0
70000.0,25.0,Masters,Remote,0
115000.0,6.0,Bachelors,Hybrid,1
80400.0,10.0,Masters,Remote,0
41888.0,11.0,Bachelors,Hybrid,0
95000.0,25.0,Bachelors,Remote,1
98000.0,5.0,Bachelors,Hybrid,1
126486.0,41.0,Masters,Hybrid,0
62296.0,9.0,Masters,Hybrid,0
24684.0,7.0,Bachelors,Hybrid,0
94400.0,10.0,Bachelors,Hybrid,1
66877.0,12.0,Bachelors,Remote,0
120000.0,14.0,Bachelors,Remote,1
44431.0,9.0,Masters,Remote,0
81629.0,12.0,Bachelors,Remote,0
136305.0,12.0,Bachelors,Hybrid,0
82000.0,7.0,Bachelors,Hybrid,1
72000.0,7.0,Bachelors,Remote,0
96666.0,14.0,Bachelors,Remote,0
69814.0,9.0,Bachelors,Remote,0
194000.0,44.0,Bachelors,Remote,1
29893.0,24.0,Bachelors,In-person,0
110000.0,43.0,Bachelors,Remote,1
58154.0,8.0,Bachelors,Hybrid,0
32222.0,10.0,Bachelors,Hybrid,0
208000.0,9.0,Masters,Remote,1
36014.0,6.0,Masters,Hybrid,0
25671.0,10.0,Masters,Remote,0
163559.0,20.0,Masters,Remote,0
94517.0,25.0,Masters,In-person,0
100000.0,6.0,Masters,Remote,1
130000.0,4.0,Bachelors,In-person,1
195000.0,13.0,Bachelors,Remote,1
180000.0,28.0,Bachelors,Hybrid,1
140127.0,30.0,Masters,Remote,0
53703.0,8.0,Masters,Hybrid,0
90000.0,12.0,Bachelors,Remote,0
39000.0,7.0,Masters,Remote,0
84000.0,8.0,Bachelors,In-person,1
112674.0,23.0,Bachelors,Hybrid,0
76328.0,7.0,Bachelors,Remote,0
185035.0,23.0,Masters,Remote,1
25868.0,10.0,Masters,Hybrid,1
136000.0,22.0,Bachelors,Hybrid,1
98135.0,20.0,Bachelors,Hybrid,0
150000.0,8.0,Masters,Remote,1
127000.0,14.0,Masters,Remote,1
190000.0,23.0,Bachelors,Remote,1
149000.0,16.0,Bachelors,Remote,1
79962.0,21.0,Bachelors,Remote,0
150000.0,30.0,Bachelors,Hybrid,1
110000.0,12.0,Bachelors,Remote,1
82582.0,30.0,Bachelors,In-person,0
99099.0,50.0,Bachelors,Hybrid,0
127213.0,16.0,Bachelors,Hybrid,0
150000.0,29.0,Bachelors,Remote,1
55032.0,18.0,Masters,Hybrid,0
95796.0,10.0,Bachelors,Remote,0
59459.0,19.0,Bachelors,Remote,0
85886.0,30.0,Bachelors,Remote,0
20000.0,15.0,Bachelors,Remote,0
23163.0,3.0,Masters,In-person,0
80555.0,30.0,Bachelors,Remote,0
127994.0,22.0,Masters,Hybrid,0
101403.0,15.0,Bachelors,Remote,0
118919.0,38.0,Bachelors,Remote,0
81123.0,18.0,Masters,Remote,0
96666.0,7.0,Bachelors,Hybrid,0
30899.0,11.0,Masters,In-person,0
95000.0,12.0,Bachelors,Remote,1
72673.0,20.0,Bachelors,Hybrid,0
40149.0,5.0,Bachelors,In-person,0
79962.0,13.0,Bachelors,Remote,0
122913.0,20.0,Bachelors,Hybrid,0
82576.0,38.0,Bachelors,Hybrid,0
134000.0,33.0,Masters,Hybrid,1
85886.0,7.0,Masters,Hybrid,0
107406.0,20.0,Bachelors,Remote,0
93620.0,13.0,Bachelors,Remote,0
80000.0,10.0,Bachelors,In-person,1
198198.0,30.0,Bachelors,In-person,0
52503.0,10.0,Bachelors,In-person,0
180000.0,3.0,Masters,Hybrid,1
130000.0,11.0,Bachelors,Remote,1
26730.0,18.0,Masters,Hybrid,0
35745.0,21.0,Bachelors,Remote,0
140000.0,6.0,Bachelors,Remote,1
63000.0,4.0,Bachelors,In-person,1
102402.0,40.0,Bachelors,Hybrid,0
60000.0,21.0,Bachelors,Remote,0
145000.0,12.0,Bachelors,Remote,1
45000.0,9.0,Bachelors,Hybrid,1
175000.0,22.0,Bachelors,Remote,1
73748.0,22.0,Bachelors,In-person,0
118919.0,15.0,Bachelors,Hybrid,0
106438.0,18.0,Bachelors,Remote,0
180000.0,18.0,Bachelors,Remote,1
48518.0,18.0,Bachelors,Hybrid,0
122913.0,21.0,Bachelors,Remote,0
66066.0,8.0,Masters,Hybrid,0
69446.0,43.0,Bachelors,In-person,0
170000.0,11.0,Masters,Hybrid,1
84000.0,25.0,Bachelors,Remote,0
83597.0,20.0,Bachelors,Hybrid,0
36365.0,36.0,Masters,Remote,0
169800.0,16.0,Bachelors,Remote,1
110000.0,10.0,Bachelors,Remote,1
39479.0,10.0,Masters,In-person,0
35421.0,32.0,Bachelors,Hybrid,0
85000.0,20.0,Bachelors,Hybrid,1
70000.0,10.0,Bachelors,Remote,1
100000.0,13.0,Masters,Hybrid,1
140000.0,9.0,Bachelors,Hybrid,1
25458.0,8.0,Bachelors,In-person,0
129489.0,39.0,Masters,Hybrid,0
70000.0,15.0,Bachelors,Remote,0
99099.0,15.0,Bachelors,Hybrid,0
33033.0,33.0,Masters,Remote,0
96456.0,17.0,Bachelors,In-person,0
30884.0,10.0,Bachelors,Hybrid,0
61222.0,9.0,Masters,Remote,0
174463.0,43.0,Bachelors,Hybrid,0
20309.0,6.0,Bachelors,In-person,0
45111.0,30.0,Masters,Remote,0
38666.0,4.0,Masters,Hybrid,0
35890.0,14.0,Bachelors,Hybrid,0
27487.0,5.0,Bachelors,In-person,0
47854.0,15.0,Bachelors,In-person,0
20692.0,4.0,Bachelors,In-person,0
51213.0,10.0,Bachelors,Hybrid,0
35890.0,12.0,Bachelors,Remote,0
35545.0,12.0,Masters,Remote,0
41872.0,13.0,Masters,Remote,0
250000.0,12.0,Bachelors,Hybrid,1
50481.0,31.0,Masters,Hybrid,0
42962.0,10.0,Masters,Hybrid,0
25777.0,18.0,Masters,In-person,0
171850.0,32.0,Masters,In-person,0
150369.0,20.0,Bachelors,Remote,0
170000.0,17.0,Bachelors,Hybrid,1
78000.0,8.0,Masters,Remote,0
57999.0,7.0,Bachelors,Hybrid,0
37592.0,7.0,Bachelors,Hybrid,0
118919.0,24.0,Masters,Hybrid,0
38642.0,22.0,Bachelors,In-person,0
132132.0,41.0,Masters,Hybrid,0
80713.0,30.0,Masters,In-person,0
65799.0,24.0,Bachelors,Hybrid,0
28616.0,11.0,Bachelors,Hybrid,0
25000.0,9.0,Masters,Remote,0
114649.0,34.0,Bachelors,Remote,0
37026.0,15.0,Masters,Remote,0
37061.0,9.0,Bachelors,In-person,0
45111.0,15.0,Masters,Hybrid,0
102950.0,8.0,Masters,Remote,0
132000.0,10.0,Masters,Hybrid,0
96666.0,24.0,Masters,Hybrid,0
57946.0,5.0,Masters,Hybrid,0
73917.0,26.0,Bachelors,Remote,0
47854.0,25.0,Masters,Hybrid,0
33296.0,17.0,Masters,In-person,0
69290.0,11.0,Bachelors,Remote,0
127388.0,14.0,Masters,Hybrid,0
27675.0,18.0,Bachelors,Hybrid,0
62296.0,8.0,Masters,In-person,0
107406.0,16.0,Masters,Hybrid,0
99888.0,14.0,Bachelors,Remote,0
53703.0,11.0,Masters,Remote,0
36000.0,11.0,Masters,Remote,0
93591.0,14.0,Masters,Hybrid,0
30884.0,20.0,Masters,Hybrid,0
59817.0,10.0,Bachelors,Hybrid,0
51555.0,18.0,Masters,Remote,0
32222.0,7.0,Bachelors,Hybrid,0
64444.0,20.0,Masters,Hybrid,0
114649.0,19.0,Bachelors,Remote,0
104678.0,20.0,Bachelors,Remote,0
85925.0,16.0,Masters,In-person,0
68337.0,20.0,Bachelors,Hybrid,0
132929.0,21.0,Bachelors,Hybrid,0
32222.0,42.0,Masters,Hybrid,0
78000.0,15.0,Masters,Remote,0
91782.0,13.0,Masters,Remote,0
128887.0,10.0,Masters,Remote,0
51507.0,18.0,Bachelors,Remote,0
91295.0,21.0,Masters,In-person,0
86104.0,20.0,Bachelors,In-person,0
39091.0,15.0,Masters,Hybrid,0
33833.0,12.0,Masters,Hybrid,0
43607.0,8.0,Bachelors,In-person,0
34090.0,10.0,Bachelors,In-person,0
66000.0,15.0,Bachelors,Hybrid,0
68193.0,8.0,Bachelors,Hybrid,0
84232.0,30.0,Bachelors,Hybrid,0
53703.0,8.0,Bachelors,Hybrid,0
178343.0,21.0,Bachelors,Hybrid,0
86039.0,14.0,Bachelors,Hybrid,0
43116.0,19.0,Bachelors,Hybrid,0
202382.0,30.0,Bachelors,Hybrid,0
35444.0,11.0,Bachelors,Hybrid,0
55851.0,8.0,Masters,In-person,0
85925.0,8.0,Bachelors,Remote,0
112309.0,33.0,Masters,Hybrid,0
35444.0,7.0,Masters,Hybrid,0
83777.0,32.0,Bachelors,Hybrid,0
100000.0,17.0,Bachelors,Remote,0
53703.0,24.0,Masters,Remote,0
38666.0,15.0,Bachelors,Hybrid,0
85636.0,14.0,Bachelors,Hybrid,0
107887.0,33.0,Bachelors,Hybrid,0
70888.0,15.0,Masters,Hybrid,0
53703.0,6.0,Masters,Hybrid,0
42640.0,6.0,Masters,In-person,0
109554.0,5.0,Masters,Remote,0
44798.0,6.0,Bachelors,Hybrid,0
45111.0,5.0,Masters,In-person,0
50481.0,16.0,Masters,Hybrid,0
64444.0,11.0,Masters,Hybrid,0
27926.0,13.0,Bachelors,Remote,0
54777.0,10.0,Masters,Hybrid,0
91295.0,14.0,Masters,Hybrid,0
69814.0,3.0,Masters,Hybrid,0
56925.0,10.0,Masters,Hybrid,0
54369.0,8.0,Masters,In-person,0
130305.0,15.0,Masters,Remote,0
155984.0,22.0,Bachelors,Remote,0
64444.0,25.0,Bachelors,Hybrid,0
61222.0,15.0,Masters,Hybrid,0
140127.0,45.0,Bachelors,Remote,0
32222.0,18.0,Masters,Hybrid,0
57999.0,4.0,Bachelors,Remote,0
59073.0,31.0,Bachelors,Hybrid,0
100000.0,13.0,Masters,Remote,0
34368.0,7.0,Bachelors,Hybrid,0
134258.0,21.0,Masters,Remote,0
106117.0,20.0,Masters,Remote,0
32222.0,31.0,Bachelors,In-person,0
76258.0,21.0,Bachelors,Hybrid,0
133757.0,21.0,Bachelors,Hybrid,0
79421.0,21.0,Bachelors,In-person,0
42962.0,10.0,Masters,Hybrid,0
161109.0,33.0,Bachelors,Remote,0
37592.0,10.0,Bachelors,Hybrid,0
35444.0,20.0,Bachelors,Hybrid,0
100000.0,14.0,Masters,In-person,0
107006.0,39.0,Masters,Hybrid,0
101910.0,17.0,Bachelors,Hybrid,0
85925.0,5.0,Masters,Hybrid,0
24000.0,16.0,Masters,Hybrid,0
72611.0,24.0,Bachelors,Remote,0
91295.0,20.0,Masters,Hybrid,0
21534.0,9.0,Bachelors,In-person,0
107406.0,7.0,Masters,Hybrid,0
68153.0,10.0,Bachelors,Remote,0
76433.0,8.0,Bachelors,Remote,0
67021.0,7.0,Bachelors,Remote,0
42962.0,8.0,Masters,Hybrid,0
20000.0,6.0,Masters,Remote,0
140403.0,17.0,Masters,In-person,0
41469.0,13.0,Bachelors,Hybrid,0
37200.0,3.0,Masters,Hybrid,0
26852.0,10.0,Bachelors,In-person,0
30000.0,24.0,Bachelors,In-person,0
163505.0,13.0,Masters,Remote,0
40521.0,8.0,Masters,Remote,0
33817.0,6.0,Bachelors,Remote,0
32222.0,25.0,Bachelors,Remote,0
42962.0,10.0,Masters,Hybrid,0
70527.0,14.0,Bachelors,Remote,0
61866.0,33.0,Bachelors,Hybrid,0
47854.0,10.0,Bachelors,Hybrid,0
30933.0,13.0,Bachelors,In-person,0
104174.0,30.0,Bachelors,Hybrid,0
191082.0,40.0,Bachelors,Hybrid,0
34370.0,10.0,Bachelors,In-person,0
53703.0,6.0,Masters,Hybrid,0
83563.0,10.0,Masters,Hybrid,0
90905.0,21.0,Bachelors,Remote,0
175000.0,33.0,Bachelors,Hybrid,1
110827.0,24.0,Bachelors,Remote,0
101910.0,22.0,Bachelors,Remote,0
27926.0,14.0,Masters,Remote,0
73573.0,10.0,Bachelors,Hybrid,0
53703.0,40.0,Masters,Hybrid,0
107617.0,22.0,Masters,Remote,0
53703.0,25.0,Masters,Hybrid,0
50955.0,25.0,Bachelors,Remote,0
42962.0,6.0,Masters,In-person,0
95541.0,7.0,Bachelors,Remote,0
145345.0,31.0,Bachelors,Remote,0
114649.0,28.0,Bachelors,Hybrid,0
24000.0,6.0,Masters,Remote,0
51555.0,7.0,Masters,Hybrid,0
64444.0,11.0,Masters,Hybrid,0
97740.0,18.0,Masters,Remote,0
105706.0,13.0,Bachelors,Remote,0
81679.0,2.0,Bachelors,Remote,0
64444.0,16.0,Bachelors,Remote,0
27854.0,45.0,Masters,Remote,0
216003.0,37.0,Masters,Hybrid,0
59073.0,24.0,Masters,Hybrid,0
214812.0,26.0,Bachelors,Remote,0
80555.0,12.0,Masters,Hybrid,0
35890.0,6.0,Masters,Hybrid,0
70888.0,27.0,Masters,Remote,0
63710.0,15.0,Bachelors,Hybrid,0
109554.0,40.0,Bachelors,Remote,0
29000.0,7.0,Bachelors,Hybrid,0
101910.0,8.0,Bachelors,Hybrid,0
144585.0,25.0,Bachelors,Remote,0
39600.0,7.0,Masters,Remote,0
27516.0,16.0,Bachelors,Remote,0
59618.0,12.0,Bachelors,Remote,0
54728.0,10.0,Masters,Hybrid,0
187260.0,10.0,Bachelors,Hybrid,0
26852.0,10.0,Bachelors,In-person,0
70030.0,20.0,Bachelors,Hybrid,0
95000.0,20.0,Masters,Remote,0
66066.0,18.0,Masters,Remote,0
109554.0,16.0,Masters,Remote,0
60000.0,17.0,Masters,Remote,0
27646.0,10.0,Masters,Hybrid,0
38666.0,4.0,Bachelors,Hybrid,0
27516.0,11.0,Bachelors,In-person,0
23927.0,7.0,Masters,In-person,0
48000.0,10.0,Masters,In-person,0
37592.0,18.0,Bachelors,Hybrid,0
128887.0,27.0,Bachelors,Remote,0
44586.0,1.0,Masters,Remote,0
100000.0,10.0,Bachelors,Remote,1
32222.0,40.0,Masters,In-person,0
96666.0,25.0,Bachelors,Remote,0
20000.0,6.0,Masters,Hybrid,0
65000.0,18.0,Masters,Remote,0
75184.0,28.0,Masters,Hybrid,0
73036.0,12.0,Bachelors,Hybrid,0
91295.0,36.0,Masters,Hybrid,0
68104.0,20.0,Masters,Hybrid,0
49600.0,27.0,Masters,Hybrid,0
32576.0,8.0,Masters,Hybrid,0
140000.0,17.0,Masters,Remote,1
72577.0,6.0,Masters,Hybrid,0
48000.0,21.0,Masters,Remote,0
125000.0,40.0,Bachelors,Remote,1
103647.0,28.0,Bachelors,Remote,0
214812.0,24.0,Masters,Remote,0
85925.0,20.0,Bachelors,In-person,0
41244.0,13.0,Masters,Remote,0
106694.0,42.0,Masters,In-person,0
146496.0,15.0,Masters,Remote,0
129524.0,15.0,Masters,Hybrid,0
45122.0,15.0,Masters,Remote,0
69814.0,15.0,Masters,Hybrid,0
41888.0,8.0,Masters,Hybrid,0
24000.0,11.0,Masters,Remote,0
64444.0,6.0,Masters,Hybrid,0
35545.0,15.0,Masters,Remote,0
42962.0,18.0,Masters,Hybrid,0
66000.0,10.0,Masters,Remote,0
71800.0,10.0,Masters,Hybrid,0
66647.0,7.0,Masters,Remote,0
38666.0,11.0,Bachelors,Remote,0
57999.0,20.0,Masters,In-person,0
24707.0,10.0,Bachelors,In-person,0
35545.0,12.0,Masters,Hybrid,0
36000.0,6.0,Masters,Remote,0
49681.0,22.0,Bachelors,Remote,0
49368.0,17.0,Bachelors,Remote,0
47351.0,14.0,Bachelors,Remote,0
67386.0,12.0,Masters,In-person,0
44544.0,8.0,Bachelors,Hybrid,0
62954.0,26.0,Bachelors,Hybrid,0
33300.0,14.0,Masters,Remote,0
54305.0,15.0,Masters,Remote,0
84232.0,20.0,Masters,Hybrid,0
47736.0,8.0,Masters,Hybrid,0
63799.0,20.0,Bachelors,Hybrid,0
64444.0,25.0,Bachelors,Remote,0
100000.0,10.0,Masters,Hybrid,0
28386.0,7.0,Bachelors,Remote,0
110000.0,4.0,Bachelors,Remote,1
225000.0,24.0,Bachelors,In-person,1
118471.0,8.0,Masters,Remote,0
75184.0,14.0,Masters,Hybrid,0
31595.0,10.0,Masters,Hybrid,0
40000.0,9.0,Bachelors,Remote,0
140127.0,15.0,Masters,Hybrid,0
84232.0,10.0,Masters,Hybrid,0
97740.0,18.0,Bachelors,Hybrid,0
24000.0,23.0,Bachelors,In-person,0
48100.0,5.0,Masters,Remote,0
42038.0,10.0,Masters,Hybrid,0
75184.0,11.0,Bachelors,Hybrid,0
47854.0,25.0,Bachelors,Hybrid,0
68444.0,28.0,Bachelors,Remote,0
130000.0,7.0,Masters,Hybrid,1
66377.0,10.0,Bachelors,Hybrid,0
40000.0,25.0,Masters,Hybrid,0
120000.0,20.0,Bachelors,Remote,1
118147.0,25.0,Masters,Hybrid,0
97143.0,13.0,Masters,Hybrid,0
73036.0,5.0,Masters,Remote,0
102572.0,13.0,Masters,Remote,0
146444.0,16.0,Bachelors,Remote,1
38666.0,15.0,Bachelors,Hybrid,0
25698.0,6.0,Bachelors,Hybrid,0
104000.0,20.0,Bachelors,Remote,0
33296.0,7.0,Masters,In-person,0
42962.0,10.0,Masters,Hybrid,0
64444.0,12.0,Bachelors,Hybrid,0
46399.0,25.0,Bachelors,Hybrid,0
96000.0,9.0,Masters,Remote,0
96666.0,28.0,Masters,Hybrid,0
30267.0,6.0,Bachelors,Hybrid,0
69814.0,12.0,Bachelors,Hybrid,0
165000.0,6.0,Bachelors,Remote,1
33613.0,6.0,Bachelors,Remote,0
76433.0,40.0,Masters,Remote,0
40676.0,12.0,Masters,Hybrid,0
137620.0,30.0,Bachelors,Hybrid,0
39494.0,10.0,Bachelors,Remote,0
64098.0,10.0,Bachelors,Hybrid,0
96666.0,42.0,Masters,Hybrid,0
49407.0,8.0,Bachelors,Hybrid,0
140000.0,25.0,Bachelors,Remote,1
154665.0,25.0,Bachelors,In-person,0
32222.0,34.0,Masters,Remote,0
80555.0,25.0,Masters,Hybrid,0
112777.0,19.0,Masters,Hybrid,0
32583.0,7.0,Masters,Remote,0
161109.0,35.0,Masters,Hybrid,0
24707.0,14.0,Bachelors,In-person,0
47259.0,14.0,Bachelors,Remote,0
50955.0,32.0,Bachelors,Remote,0
65000.0,17.0,Bachelors,Remote,0
97748.0,15.0,Bachelors,Hybrid,0
196271.0,21.0,Bachelors,Remote,0
200000.0,40.0,Bachelors,Remote,1
43047.0,40.0,Masters,Hybrid,0
54000.0,35.0,Bachelors,Remote,0
145715.0,18.0,Bachelors,Hybrid,0
115000.0,25.0,Bachelors,Remote,1
144000.0,20.0,Bachelors,Remote,0
120000.0,15.0,Bachelors,Remote,1
75184.0,15.0,Bachelors,Remote,0
85925.0,13.0,Masters,Remote,0
80000.0,15.0,Masters,Remote,1
89172.0,19.0,Bachelors,Remote,0
107406.0,15.0,Bachelors,Hybrid,0
184712.0,20.0,Bachelors,Remote,0
20338.0,7.0,Bachelors,Remote,0
48998.0,12.0,Masters,Remote,0
112309.0,14.0,Bachelors,Remote,0
170000.0,18.0,Bachelors,Hybrid,1
69814.0,14.0,Bachelors,Hybrid,0
175000.0,18.0,Bachelors,Hybrid,1
160000.0,9.0,Bachelors,Remote,1
45498.0,5.0,Masters,In-person,0
68677.0,26.0,Masters,Hybrid,0
191082.0,22.0,Masters,Hybrid,0
140387.0,15.0,Masters,In-person,0
75184.0,17.0,Bachelors,Hybrid,0
50000.0,20.0,Masters,Remote,0
57999.0,11.0,Bachelors,Hybrid,0
50955.0,4.0,Masters,In-person,0
61222.0,18.0,Bachelors,Hybrid,0
53703.0,10.0,Bachelors,Remote,0
63694.0,18.0,Bachelors,Remote,0
150000.0,18.0,Bachelors,Remote,1
53703.0,10.0,Bachelors,Remote,0
94517.0,16.0,Masters,In-person,0
35890.0,14.0,Bachelors,Remote,0
30000.0,5.0,Masters,Remote,0
150000.0,9.0,Bachelors,Remote,1
89172.0,5.0,Bachelors,Hybrid,0
42962.0,12.0,Masters,Remote,0
41872.0,26.0,Bachelors,In-person,0
229298.0,25.0,Bachelors,Remote,0
63694.0,28.0,Masters,Remote,0
91295.0,7.0,Masters,Hybrid,0
200000.0,12.0,Bachelors,Remote,1
43197.0,16.0,Masters,Remote,0
240000.0,13.0,Masters,Remote,1
150369.0,20.0,Masters,Hybrid,0
60147.0,25.0,Bachelors,Hybrid,0
250000.0,42.0,Bachelors,Remote,1
57325.0,25.0,Masters,Remote,0
87000.0,7.0,Bachelors,In-person,1
238000.0,37.0,Bachelors,Remote,1
64444.0,27.0,Masters,In-person,0
85925.0,20.0,Masters,Hybrid,0
112777.0,10.0,Bachelors,Remote,0
80000.0,30.0,Masters,Remote,0
50955.0,3.0,Masters,Hybrid,0
200000.0,42.0,Bachelors,Remote,1
107406.0,14.0,Masters,Remote,0
122559.0,9.0,Masters,Hybrid,0
21750.0,6.0,Bachelors,Hybrid,0
167125.0,17.0,Masters,Hybrid,0
147070.0,24.0,Bachelors,Hybrid,0
37592.0,19.0,Masters,Hybrid,0
103110.0,28.0,Bachelors,Hybrid,0
139271.0,20.0,Masters,Hybrid,0
96666.0,15.0,Masters,In-person,0
107406.0,11.0,Masters,Hybrid,0
67129.0,9.0,Bachelors,Hybrid,0
53703.0,40.0,Bachelors,Remote,0
56925.0,6.0,Bachelors,Hybrid,0
103935.0,18.0,Masters,Remote,0
85925.0,15.0,Masters,Remote,0
102036.0,40.0,Bachelors,Hybrid,0
250000.0,40.0,Bachelors,In-person,1
42962.0,26.0,Bachelors,In-person,0
80000.0,10.0,Bachelors,Hybrid,1
133700.0,19.0,Masters,In-person,0
152865.0,20.0,Masters,Remote,0
80555.0,10.0,Bachelors,Hybrid,0
65758.0,10.0,Bachelors,Hybrid,0
89172.0,12.0,Bachelors,Hybrid,0
60000.0,25.0,Bachelors,Remote,0
110000.0,14.0,Bachelors,Remote,1
106000.0,10.0,Bachelors,Remote,1
46185.0,14.0,Masters,Hybrid,0
96666.0,15.0,Masters,Hybrid,0
118919.0,17.0,Bachelors,Hybrid,0
107406.0,25.0,Masters,Remote,0
85925.0,30.0,Masters,Hybrid,0
26852.0,19.0,Masters,Remote,0
49368.0,6.0,Bachelors,Remote,0
76689.0,17.0,Masters,Hybrid,0
39600.0,8.0,Bachelors,Remote,0
92035.0,14.0,Bachelors,Hybrid,0
203821.0,16.0,Masters,Remote,0
214812.0,12.0,Bachelors,Hybrid,0
96666.0,18.0,Bachelors,Remote,0
185000.0,12.0,Bachelors,Hybrid,1
51000.0,20.0,Masters,Hybrid,1
65221.0,20.0,Masters,Remote,0
41872.0,6.0,Bachelors,In-person,0
200000.0,25.0,Bachelors,Remote,1
144842.0,23.0,Bachelors,Hybrid,0
95541.0,13.0,Masters,Hybrid,0
84851.0,14.0,Bachelors,Hybrid,0
22693.0,8.0,Bachelors,In-person,0
98089.0,10.0,Masters,Remote,0
175000.0,19.0,Masters,Hybrid,1
118147.0,28.0,Masters,Hybrid,0
145000.0,10.0,Bachelors,Hybrid,1
110873.0,28.0,Bachelors,Hybrid,0
88073.0,16.0,Masters,Remote,0
36196.0,13.0,Bachelors,In-person,0
125000.0,30.0,Bachelors,Remote,1
151000.0,25.0,Bachelors,Hybrid,1
193331.0,41.0,Bachelors,Remote,0
172696.0,21.0,Masters,Hybrid,0
116309.0,12.0,Bachelors,Remote,0
29909.0,12.0,Bachelors,Hybrid,0
250000.0,20.0,Bachelors,Remote,1
32222.0,4.0,Bachelors,Hybrid,0
162000.0,15.0,Bachelors,Remote,1
93244.0,20.0,Masters,Remote,0
84000.0,12.0,Masters,Remote,0
55946.0,15.0,Masters,Remote,0
44544.0,10.0,Masters,Hybrid,0
119000.0,9.0,Masters,Remote,1
130000.0,15.0,Bachelors,Hybrid,1
69865.0,16.0,Bachelors,In-person,0
130000.0,27.0,Masters,Hybrid,1
171850.0,11.0,Masters,Hybrid,0
73036.0,11.0,Masters,Hybrid,0
130000.0,5.0,Bachelors,Hybrid,1
81528.0,15.0,Bachelors,Hybrid,0
107406.0,13.0,Bachelors,Remote,0
45889.0,12.0,Bachelors,Hybrid,0
102061.0,19.0,Masters,Hybrid,0
62887.0,15.0,Bachelors,Hybrid,0
90445.0,40.0,Masters,Hybrid,0
155000.0,29.0,Bachelors,Hybrid,1
95541.0,18.0,Masters,Remote,0
200000.0,30.0,Masters,Remote,1
90000.0,32.0,Masters,Hybrid,1
66995.0,9.0,Masters,Hybrid,0
127260.0,20.0,Bachelors,Hybrid,0
41315.0,34.0,Bachelors,Remote,0
42962.0,19.0,Masters,In-person,0
210000.0,10.0,Masters,Hybrid,1
141751.0,12.0,Bachelors,Remote,0
215000.0,34.0,Bachelors,Hybrid,1
55592.0,22.0,Masters,Hybrid,0
93959.0,12.0,Masters,Hybrid,0
32345.0,13.0,Masters,Remote,0
100600.0,7.0,Bachelors,Hybrid,1
42962.0,13.0,Masters,Hybrid,0
90000.0,17.0,Masters,Remote,0
23737.0,7.0,Masters,Hybrid,0
147845.0,11.0,Masters,Remote,0
142000.0,22.0,Bachelors,Remote,1
121000.0,6.0,Masters,Hybrid,1
73036.0,14.0,Masters,Remote,0
176000.0,10.0,Bachelors,Remote,1
64444.0,15.0,Masters,Hybrid,0
82857.0,16.0,Bachelors,Hybrid,0
84000.0,13.0,Masters,Remote,0
120000.0,7.0,Masters,Remote,1
80555.0,30.0,Masters,Remote,0
92492.0,4.0,Bachelors,Hybrid,0
84582.0,8.0,Bachelors,Remote,0
120000.0,27.0,Bachelors,In-person,1
135866.0,20.0,Bachelors,Remote,0
81629.0,15.0,Bachelors,Hybrid,0
184000.0,40.0,Bachelors,Remote,1
95541.0,10.0,Masters,Hybrid,0
66615.0,15.0,Bachelors,Remote,0
52000.0,5.0,Bachelors,Hybrid,1
122000.0,17.0,Bachelors,Remote,1
54777.0,23.0,Masters,Hybrid,0
46899.0,13.0,Masters,Remote,0
104458.0,9.0,Bachelors,Remote,0
34661.0,9.0,Bachelors,Remote,0
123517.0,15.0,Bachelors,Hybrid,0
101204.0,15.0,Masters,Hybrid,0
102036.0,24.0,Bachelors,Hybrid,0
160440.0,19.0,Masters,Hybrid,0
230000.0,28.0,Bachelors,Hybrid,1
80555.0,14.0,Bachelors,Hybrid,0
170000.0,10.0,Bachelors,Remote,1
